GeoID,County,Area,Percentage_in_Poverty ,Poverty_Category_Code,Number_of_Cases,Population_Size,Percent,ACS_Population,White,Black,AIAN,Hispanic,ASIAN,Other,Percent_ACS_Population,Percent_White,Percent_Black,Percent_AIAN,Percent_Hispanic,Percent_Asian,Other_Percent
35039940800,Rio Arriba,Espanola and Pueblos,0.2,3,45,"4,360",0.0103211,5247,1161,9,955,3054,6,62,41.8,22.13,0.17,18.2,58.2,0.11,1.18
35039941000,Rio Arriba,,0.29,4,249,"3,505",0.07104137,3653,162,13,2901,516,0,61,85.87,4.43,0.36,79.41,14.13,0,1.67
35039944100,Rio Arriba,Espanola and Pueblos,0.28,4,99,"6,162",0.01606621,6541,531,47,1352,4476,46,89,31.57,8.12,0.72,20.67,68.43,0.7,1.36
35041000100,Roosevelt,"Roosevelt County/Curry County, Other",0.3,5,227,"4,630",0.04902808,4512,2325,177,0,1681,39,290,62.74,51.53,3.92,0,37.26,0.86,6.43
35041000200,Roosevelt,"Roosevelt County/Curry County, Other",0.44,6,189,"3,647",0.05182342,3519,1294,0,25,2182,0,18,37.99,36.77,0,0.71,62.01,0,0.51
35041000300,Roosevelt/Curry,,0.15,3,121,"4,217",0.02869338,4330,2316,242,13,1603,28,128,62.98,53.49,5.59,0.3,37.02,0.65,2.96
35041000401,Roosevelt/Curry,,0.2,3,93,"3,246",0.02865065,3293,1745,17,16,1474,12,29,55.24,52.99,0.52,0.49,44.76,0.36,0.88
35041000402,Roosevelt/Curry,,0.18,3,99,"3,615",0.02738589,3463,2357,11,11,1001,0,83,71.09,68.06,0.32,0.32,28.91,0,2.4
35043010503,Sandoval,Bernalillo/Placitas,0.15,3,71,"3,785",0.01875826,3573,673,28,218,2619,0,35,26.7,18.84,0.78,6.1,73.3,0,0.98
35043010601,Sandoval,Corrales,0.07,2,42,"4,625",0.00908108,4883,3016,94,79,1568,105,21,67.89,61.77,1.93,1.62,32.11,2.15,0.43
35043010602,Sandoval,Corrales,0.03,1,32,"4,274",0.00748713,3661,2783,6,60,675,76,61,81.56,76.02,0.16,1.64,18.44,2.08,1.66
35043010702,Sandoval,"Rio Rancho Blvd, No.",0.1,3,99,"7,027",0.01408852,6809,3850,101,400,2264,74,120,66.75,56.54,1.48,5.87,33.25,1.09,1.76
35043010703,Sandoval,"Rio Rancho Blvd, No.",0.06,2,111,"9,312",0.0119201,9773,5052,186,356,3748,102,329,61.65,51.69,1.9,3.64,38.35,1.04,3.37
35043010705,Sandoval,Rio Rancho So.,0.1,2,83,"6,449",0.01287021,5097,2810,170,87,1883,17,130,63.06,55.13,3.34,1.71,36.94,0.33,2.55
35043010712,Sandoval,Rio Rancho So.,0.14,3,75,"5,670",0.01322751,5015,2695,148,184,1751,75,162,65.08,53.74,2.95,3.67,34.92,1.5,3.23
35043010713,Sandoval,Rio Rancho West,0.18,3,74,"5,968",0.01239946,5538,2404,168,126,2619,68,153,52.71,43.41,3.03,2.28,47.29,1.23,2.76
35043010714,Sandoval,"Rio Rancho Blvd, So.",0.16,3,59,"5,133",0.01149425,4737,2722,41,77,1686,99,112,64.41,57.46,0.87,1.63,35.59,2.09,2.36
35043010715,Sandoval,"Rio Rancho Blvd, So.",0.13,3,46,"3,867",0.01189553,3509,1911,146,110,1227,12,103,65.03,54.46,4.16,3.13,34.97,0.34,2.94
35043010716,Sandoval,"Rio Rancho Blvd, So.",0.14,3,141,"6,268",0.02249521,6253,3624,70,219,2022,144,174,67.66,57.96,1.12,3.5,32.34,2.3,2.78
35043010717,Sandoval,"Rio Rancho Blvd, No.",0.1,2,201,"9,986",0.02012818,9158,4327,67,30,4140,337,257,54.79,47.25,0.73,0.33,45.21,3.68,2.81
35043010718,Sandoval,"Rio Rancho Blvd, No.",0.08,2,109,"5,442",0.0200294,6990,3587,175,85,2939,31,173,57.95,51.32,2.5,1.22,42.05,0.44,2.48
35043010719,Sandoval,Rio Rancho So.,0.14,3,45,"4,216",0.01067362,4070,1861,33,78,1981,28,89,51.33,45.72,0.81,1.92,48.67,0.69,2.19
35043010720,Sandoval,Rio Rancho So.,0.05,1,160,"8,616",0.0185701,9831,3996,301,57,4544,310,623,53.78,40.65,3.06,0.58,46.22,3.15,6.34
35043010721,Sandoval,Rio Rancho West,0.14,3,63,"4,845",0.0130031,4384,1893,245,92,1963,21,170,55.22,43.18,5.59,2.1,44.78,0.48,3.88
35043010722,Sandoval,Rio Rancho West,0.12,3,132,"5,639",0.02340841,6107,2802,159,131,2913,40,62,52.3,45.88,2.6,2.15,47.7,0.65,1.02
35043010723,Sandoval,Rio Rancho West,0.15,3,162,"11,130",0.01455526,12003,5421,693,266,5319,122,182,55.69,45.16,5.77,2.22,44.31,1.02,1.51
35043010900,Sandoval,Other West,0.3,5,258,"2,575",0.10019418,2507,433,13,735,1326,0,0,47.11,17.27,0.52,29.32,52.89,0,0
35043011000,Sandoval,,0.2,3,52,"2,167",0.02399631,1934,469,21,823,580,6,35,70.01,24.25,1.09,42.55,29.99,0.31,1.81
35043011100,Sandoval,Bernalillo/Placitas,0.13,3,48,"7,350",0.00653061,6251,3731,0,1181,1141,28,170,81.75,59.69,0,18.89,18.25,0.45,2.72
35043011200,Sandoval,,0.19,3,123,"2,977",0.04131676,2723,888,12,1184,572,37,30,78.99,32.61,0.44,43.48,21.01,1.36,1.1
35043940200,Sandoval,Other East,0.35,5,283,"4,009",0.07059117,3407,88,4,2960,355,0,0,89.58,2.58,0.12,86.88,10.42,0,0
35043940300,Los Alamos County,,,,,,,0,0,0,0,0,0,0,,,,,,,0
35043940500,Sandoval,Bernalillo/Placitas,0.24,4,105,"4,766",0.02203105,4303,550,13,189,3503,0,48,18.59,12.78,0.3,4.39,81.41,0,1.12
35043940600,Sandoval,,0.26,4,31,"2,039",0.01520353,2049,5,0,2010,15,0,19,99.27,0.24,0,98.1,0.73,0,0.93
35043940700,Sandoval,,0.24,4,313,"4,095",0.07643468,3544,311,0,2597,600,0,36,83.07,8.78,0,73.28,16.93,0,1.02
35043940900,Sandoval,Other West,0.68,6,56,"2,921",0.01917152,2660,18,0,2545,85,0,12,96.8,0.68,0,95.68,3.2,0,0.45
35045000100,San Juan,Farmington Southeast,0.31,5,117,"5,106",0.02291422,4877,1720,0,1601,1477,11,68,69.71,35.27,0,32.83,30.29,0.23,1.39
35045000201,San Juan,Farmington North,0.08,2,60,"4,272",0.01404494,4122,2710,69,118,1057,52,116,74.36,65.74,1.67,2.86,25.64,1.26,2.82
35045000202,San Juan,,0.06,2,145,"4,892",0.02964023,5181,3386,23,624,896,89,163,82.71,65.35,0.44,12.04,17.29,1.72,3.14
35045000204,San Juan,Farmington North,0.12,3,45,"2,232",0.02016129,2040,1065,0,355,585,3,32,71.32,52.21,0,17.4,28.68,0.15,1.57
35045000205,San Juan,Farmington Southeast,0.34,5,182,"6,723",0.02707125,6217,2699,0,1915,1394,117,92,77.58,43.41,0,30.8,22.42,1.88,1.48
35045000301,San Juan,Farmington North,0.15,3,85,"5,128",0.01657566,5009,2452,148,1000,1126,127,156,77.52,48.95,2.95,19.96,22.48,2.54,3.12
35045000302,San Juan,Farmington Southeast,0.19,3,69,"3,350",0.02059702,3491,2101,8,702,499,22,159,85.71,60.18,0.23,20.11,14.29,0.63,4.55
35045000401,San Juan,Farmington West/Kirtland/La Plata,0.2,3,122,"5,260",0.02319392,4958,2471,171,1054,1074,49,139,78.34,49.84,3.45,21.26,21.66,0.99,2.8
35045000402,San Juan,,0.22,4,242,"3,611",0.06701745,3797,1244,34,1567,794,11,147,79.09,32.76,0.9,41.27,20.91,0.29,3.87
35045000503,San Juan,,0.14,3,147,"3,197",0.04598061,3151,529,0,1625,843,35,119,73.25,16.79,0,51.57,26.75,1.11,3.77
35045000504,San Juan,,0.17,3,123,"2,037",0.06038292,1981,776,104,887,183,0,31,90.76,39.17,5.25,44.78,9.24,0,1.56
35045000505,San Juan,,0.16,3,438,"7,529",0.05817506,6170,2273,12,3102,617,76,90,90,36.84,0.19,50.28,10,1.23,1.46
35045000607,San Juan,,0.16,3,362,"3,636",0.09955996,4562,1317,33,1832,1286,0,94,71.81,28.87,0.72,40.16,28.19,0,2.06
35045000608,San Juan,North/Aztec,0.16,3,95,"6,107",0.01555592,6502,3842,0,1371,1158,29,102,82.19,59.09,0,21.09,17.81,0.45,1.57
35045000609,San Juan,North/Aztec,0.16,3,14,"1,274",0.01098901,1385,1020,0,20,307,10,28,77.83,73.65,0,1.44,22.17,0.72,2.03
35045000610,San Juan,North/Aztec,0.22,4,42,"4,412",0.00951949,4299,2206,13,940,1030,9,101,76.04,51.31,0.3,21.87,23.96,0.21,2.35
35045000611,San Juan,North/Aztec,0.04,1,20,"3,424",0.00584112,3570,3036,0,111,406,9,8,88.63,85.04,0,3.11,11.37,0.25,0.22
35045000612,San Juan,North/Aztec,0.11,3,107,"1,974",0.05420466,2240,1303,0,165,750,9,13,66.52,58.17,0,7.37,33.48,0.4,0.58
35045000613,San Juan,North/Aztec,0.11,3,51,"4,074",0.01251841,3979,2902,0,200,822,17,38,79.34,72.93,0,5.03,20.66,0.43,0.96
35045000702,San Juan,South,0.11,3,6,"1,143",0.00524934,1370,869,0,40,445,16,0,67.52,63.43,0,2.92,32.48,1.17,0
35045000705,San Juan,Northeast/Bloomfield,0.27,4,67,"3,790",0.0176781,4102,1710,26,697,1557,8,104,62.04,41.69,0.63,16.99,37.96,0.2,2.54
35045000706,San Juan,Northeast/Bloomfield,0.34,5,33,"3,153",0.01046622,2908,1164,0,63,1650,0,31,43.26,40.03,0,2.17,56.74,0,1.07
35045000707,San Juan,Northeast/Bloomfield,0.12,3,79,"4,261",0.01854025,4042,1342,0,1159,1445,40,56,64.25,33.2,0,28.67,35.75,0.99,1.39
35045000708,San Juan,Northeast/Bloomfield,0.25,4,87,"4,530",0.0192053,4710,1790,17,791,2061,0,51,56.24,38,0.36,16.79,43.76,0,1.08
35045000900,San Juan,South,0.09,2,24,"1,973",0.01216422,2287,1018,0,189,1037,3,40,54.66,44.51,0,8.26,45.34,0.13,1.75
35045942801,San Juan,West,0.3,4,10,"2,717",0.00368053,2705,22,0,2640,33,2,8,98.78,0.81,0,97.6,1.22,0.07,0.3
35045942802,San Juan,,0.26,4,868,"6,142",0.14132205,6751,86,12,6456,134,11,52,98.02,1.27,0.18,95.63,1.98,0.16,0.77
35045942803,San Juan,West,0.4,6,15,"2,625",0.00571429,2745,62,10,2626,6,38,3,99.78,2.26,0.36,95.66,0.22,1.38,0.11
35045942900,San Juan,West,0.41,6,237,"4,971",0.04767652,4475,27,16,4282,65,40,45,98.55,0.6,0.36,95.69,1.45,0.89,1.01
35045943000,San Juan,,0.29,4,210,"4,796",0.04378649,4573,51,8,4358,106,0,50,97.68,1.12,0.17,95.3,2.32,0,1.09
35045943100,San Juan,South,0.29,4,7,"1,816",0.00385463,1795,36,0,1664,33,2,60,98.16,2.01,0,92.7,1.84,0.11,3.34
35045943201,San Juan,South,0.36,5,130,"5,685",0.02286719,5324,748,8,4094,383,0,91,92.81,14.05,0.15,76.9,7.19,0,1.71
35045943300,San Juan,Farmington West/Kirtland/La Plata,0.23,4,38,"2,204",0.01724138,2137,1357,0,344,360,6,70,83.15,63.5,0,16.1,16.85,0.28,3.28
35047957200,San Miguel,Las Vegas,0.32,5,20,"3,651",0.00547795,3890,459,7,12,3401,0,11,12.57,11.8,0.18,0.31,87.43,0,0.28
35047957300,San Miguel,Las Vegas,0.41,6,26,"3,093",0.00840608,2742,694,137,69,1681,104,57,38.69,25.31,5,2.52,61.31,3.79,2.08
35047957400,San Miguel,Las Vegas,0.33,5,37,"4,351",0.00850379,4464,565,26,45,3810,16,2,14.65,12.66,0.58,1.01,85.35,0.36,0.04
35047957500,Mora/Guadalupe/San Miguel East,,0.17,3,37,"4,145",0.00892642,4363,1036,75,58,3117,47,30,28.56,23.75,1.72,1.33,71.44,1.08,0.69
35047957600,San Miguel,Pecos/Villanueva,0.19,3,62,"6,219",0.00996945,6565,1332,43,21,4883,0,286,25.62,20.29,0.65,0.32,74.38,0,4.36
35047957700,San Miguel,N/A,0.33,5,28,"2,290",0.01222707,1873,229,0,6,1638,0,0,12.55,12.23,0,0.32,87.45,0,0
35047957800,San Miguel,Las Vegas,0.35,5,56,"4,281",0.01308106,4137,714,8,74,3227,114,0,22,17.26,0.19,1.79,78,2.76,0
35049000101,Santa Fe,Opera Vicinity,0.06,2,27,"3,956",0.00682508,4025,3126,42,0,774,33,50,80.77,77.66,1.04,0,19.23,0.82,1.24
35049000200,Santa Fe,Opera Vicinity,0.1,2,28,"3,613",0.00774979,3719,2735,44,21,887,26,6,76.15,73.54,1.18,0.56,23.85,0.7,0.16
35049000300,Santa Fe,Agua Fria Neighborhood + Downtown,0.16,3,14,"1,482",0.00944669,1643,1020,4,0,580,39,0,64.7,62.08,0.24,0,35.3,2.37,0
35049000400,Santa Fe,Agua Fria Neighborhood & Downtown,0.08,2,21,282,0.07446809,295,244,0,0,48,0,3,83.73,82.71,0,0,16.27,0,1.02
35049000500,Santa Fe,Agua Fria Neighborhood + Downtown,0.09,2,16,"2,331",0.00686401,1907,1501,9,3,329,60,5,82.75,78.71,0.47,0.16,17.25,3.15,0.26
35049000600,Santa Fe,Agua Fria Neighborhood + Downtown,0.07,2,23,"2,110",0.01090047,2140,1425,0,41,628,25,21,70.65,66.59,0,1.92,29.35,1.17,0.98
35049000700,Santa Fe,Agua Fria Neighborhood + Downtown,0.15,3,22,"2,163",0.01017106,1787,896,40,20,711,36,84,60.21,50.14,2.24,1.12,39.79,2.01,4.7
35049000800,Santa Fe,Agua Fria Neighborhood + Downtown,0.26,4,24,"3,085",0.00777958,3130,1258,30,45,1575,12,210,49.68,40.19,0.96,1.44,50.32,0.38,6.71
35049000900,Santa Fe,Agua Fria Neighborhood + Downtown,0.13,3,62,"3,673",0.01687994,3455,1403,0,148,1863,11,30,46.08,40.61,0,4.28,53.92,0.32,0.87
35049001001,Santa Fe,Agua Fria Neighborhood + Downtown,0.14,3,38,"1,924",0.01975052,2050,1175,20,112,707,10,26,65.51,57.32,0.98,5.46,34.49,0.49,1.26
35049001002,Santa Fe,Agua Fria Neighborhood + Downtown,0.23,4,81,"3,637",0.0222711,3652,1092,44,61,2380,44,31,34.83,29.9,1.2,1.67,65.17,1.2,0.85
35049001102,Santa Fe,Agua Fria Village,0.12,3,56,"3,289",0.01702645,3347,1880,6,81,1184,86,110,64.63,56.17,0.18,2.42,35.37,2.57,3.29
35049001103,Santa Fe,Bellamah/Stamm,0.19,3,38,"1,967",0.01931876,1686,667,32,103,868,4,12,48.52,39.56,1.9,6.11,51.48,0.24,0.71
35049001105,Santa Fe,Bellamah/Stamm,0.11,3,27,"2,528",0.01068038,2450,997,107,121,1111,34,80,54.65,40.69,4.37,4.94,45.35,1.39,3.26
35049001106,Santa Fe,Bellamah/Stamm,0.24,4,125,"2,689",0.04648568,2976,929,0,40,1905,17,85,35.99,31.22,0,1.34,64.01,0.57,2.86
35049001107,Santa Fe,Bellamah/Stamm,0.07,2,130,"5,303",0.02451443,4840,1863,0,36,2872,0,69,40.66,38.49,0,0.74,59.34,0,1.43
35049001202,Santa Fe,Agua Fria Village,0.09,2,224,"5,401",0.0414738,6219,1040,55,7,4923,194,0,20.84,16.72,0.88,0.11,79.16,3.12,0
35049001203,Santa Fe,Agua Fria Village,0.19,3,162,"3,031",0.05344771,2946,585,0,72,2244,12,33,23.83,19.86,0,2.44,76.17,0.41,1.12
35049001204,Santa Fe,Agua Fria Village,0.18,3,319,"6,110",0.05220949,6581,698,0,56,5812,0,15,11.69,10.61,0,0.85,88.31,0,0.23
35049001205,Santa Fe,Airport Road,0.17,3,342,"5,652",0.06050955,5477,690,11,10,4735,7,24,13.55,12.6,0.2,0.18,86.45,0.13,0.44
35049001301,Santa Fe,Airport Road,0.06,2,19,"1,746",0.01088202,1748,540,10,93,1039,32,34,40.56,30.89,0.57,5.32,59.44,1.83,1.95
35049001302,Santa Fe,Airport Road,0.17,3,116,"3,038",0.03818302,2554,432,226,49,1800,25,22,29.52,16.91,8.85,1.92,70.48,0.98,0.86
35049001303,Santa Fe,Airport Road,0.13,3,225,"7,510",0.02996005,7419,1821,151,33,5187,50,177,30.08,24.55,2.04,0.44,69.92,0.67,2.38
35049001304,Santa Fe,Airport Road,0.25,4,31,961,0.03225807,912,118,6,48,740,0,0,18.86,12.94,0.66,5.26,81.14,0,0
35049010102,Santa Fe,Pueblos Plus,0.21,4,55,"5,014",0.01096929,4186,576,0,136,3474,0,0,17.01,13.76,0,3.25,82.99,0,0
35049010203,Santa Fe,Pueblos Plus,0.18,3,2,"1,317",0.0015186,1023,624,6,20,282,0,91,72.43,61,0.59,1.96,27.57,0,8.9
35049010204,Santa Fe,Pueblos Plus,0.04,1,21,"2,205",0.00952381,2159,1703,0,51,365,8,32,83.09,78.88,0,2.36,16.91,0.37,1.48
35049010304,Santa Fe,Opera Vicinity,0.03,1,70,"3,864",0.01811594,3875,1820,30,50,1927,24,24,50.27,46.97,0.77,1.29,49.73,0.62,0.62
35049010308,Santa Fe,South,0.26,4,46,"2,447",0.01879853,2592,576,4,16,1996,0,0,22.99,22.22,0.15,0.62,77.01,0,0
35049010309,Santa Fe,South,0.1,2,6,"1,824",0.00328947,1952,1494,0,6,376,38,38,80.74,76.54,0,0.31,19.26,1.95,1.94
35049010310,Santa Fe,South,0.1,2,18,"1,345",0.0133829,1349,890,0,31,385,0,43,71.46,65.97,0,2.3,28.54,0,3.19
35049010311,Santa Fe,South,0.04,1,28,"4,380",0.00639269,4416,3423,9,29,794,0,161,82.02,77.51,0.2,0.66,17.98,0,3.65
35049010312,Santa Fe,South,0.15,3,37,"4,714",0.00784896,4592,3158,0,0,1383,23,28,69.88,68.77,0,0,30.12,0.5,0.61
35049010314,Santa Fe,Bellamah/Stamm,0.1,3,40,"1,690",0.02366864,2123,812,4,0,1261,8,38,40.6,38.25,0.19,0,59.4,0.38,1.79
35049010315,Santa Fe,Bellamah/Stamm,0.08,2,27,"2,668",0.01011994,2446,1327,14,0,970,49,86,60.34,54.25,0.57,0,39.66,2,3.52
35049010316,Santa Fe,Bellamah/Stamm,0.07,2,27,"1,617",0.01669759,1478,798,14,0,616,16,34,58.32,53.99,0.95,0,41.68,1.08,2.3
35049010400,Santa Fe,East Foothills + Eldorado,0.04,1,24,"3,126",0.00767754,3261,2521,25,48,556,98,13,82.95,77.31,0.77,1.47,17.05,3.01,0.4
35049010500,Santa Fe,East Foothills + Eldorado,0.06,2,16,"1,821",0.00878638,1788,1286,0,7,484,11,0,72.93,71.92,0,0.39,27.07,0.62,0
35049010601,Santa Fe,East Foothills + Eldorado,0.07,2,104,"4,839",0.02149204,5841,2209,26,104,2937,536,29,49.72,37.82,0.45,1.78,50.28,9.18,0.5
35049010602,Santa Fe,East Foothills + Eldorado,0.07,2,4,"3,189",0.00125431,3143,2602,0,95,357,33,56,88.64,82.79,0,3.02,11.36,1.05,1.78
35049010603,Santa Fe,East Foothills + Eldorado,0.12,3,35,"2,447",0.01430323,2112,1071,0,43,961,0,37,54.5,50.71,0,2.04,45.5,0,1.75
35049010700,Santa Fe,East Foothills + Eldorado,0.07,2,37,"5,434",0.00680898,5277,3940,138,0,1030,86,83,80.48,74.66,2.62,0,19.52,1.63,1.57
35049010800,Santa Fe,East Foothills + Eldorado,0.09,2,31,"2,885",0.01074523,3042,1334,11,0,1686,11,0,44.58,43.85,0.36,0,55.42,0.36,0
35049010900,Santa Fe,Opera Vicinity,0.09,2,63,"2,886",0.02182952,3196,1318,46,26,1736,24,46,45.68,41.24,1.44,0.81,54.32,0.75,1.44
35049940300,Santa Fe,Pueblos Plus,0.14,3,9,"1,843",0.00488334,1881,243,11,675,937,9,6,50.19,12.92,0.58,35.89,49.81,0.48,0.32
35049940400,Santa Fe,Pueblos Plus,0.17,3,26,"1,475",0.01762712,1468,433,0,406,590,30,9,59.81,29.5,0,27.66,40.19,2.04,0.61
35049940500,Santa Fe,Pueblos Plus,0.19,3,9,"1,671",0.005386,1613,260,4,315,1002,0,32,37.88,16.12,0.25,19.53,62.12,0,1.99
35049940600,Santa Fe,Pueblos Plus,0.13,3,106,"3,435",0.03085881,3333,679,18,350,2226,8,52,33.21,20.37,0.54,10.5,66.79,0.24,1.56
35049940900,Santa Fe,Pueblos Plus,0.33,5,72,"3,237",0.02224282,2936,246,46,36,2534,49,25,13.69,8.38,1.57,1.23,86.31,1.67,0.85
35049980000,Santa Fe County,State Pen,,,97,959,0.10114703,877,149,40,45,637,0,6,27.37,16.99,4.56,5.13,72.63,0,0.68
35051962200,Sierra,N/A,0.35,5,51,"3,180",0.01603774,3156,2003,8,85,987,46,27,68.73,63.47,0.25,2.69,31.27,1.46,0.85
35051962300,Sierra/Catron,,0.28,4,54,"3,167",0.01705084,3258,2296,57,19,764,24,98,76.55,70.47,1.75,0.58,23.45,0.74,3.01
35051962401,Sierra/Catron,,0.09,2,20,"2,290",0.00873362,2170,1777,0,0,393,0,0,81.89,81.89,0,0,18.11,0,0
35051962402,Sierra/Catron,,0.23,4,61,"2,482",0.02457695,2551,1170,0,0,1225,0,156,51.98,45.86,0,0,48.02,0,6.11
35053940000,Socorro,N/A,0.67,6,93,"1,444",0.06440443,1085,7,0,1053,25,0,0,97.7,0.65,0,97.05,2.3,0,0
35053978100,Socorro,,0.22,4,40,"4,194",0.00953743,4964,1630,0,14,2886,87,347,41.86,32.84,0,0.28,58.14,1.75,6.99
35053978200,Socorro,,0.18,3,147,"1,660",0.08855422,1180,736,0,22,402,0,20,65.93,62.37,0,1.86,34.07,0,1.69
35053978301,Socorro,,0.28,4,24,"2,798",0.00857756,3238,852,0,135,1985,182,84,38.7,26.31,0,4.17,61.3,5.62,2.59
35053978302,Socorro,N/A,0.32,5,36,"3,459",0.01040763,2918,1349,60,66,1097,233,113,62.41,46.23,2.06,2.26,37.59,7.98,3.87
35053978303,Socorro,N/A,0.31,5,66,"3,553",0.01857585,3615,1321,0,244,2050,0,0,43.29,36.54,0,6.75,56.71,0,0
35055940000,Taos,Downtown and High Road,0.25,4,26,"1,913",0.01359122,2216,121,0,317,1750,3,25,21.03,5.46,0,14.31,78.97,0.14,1.14
35055940100,Taos,Downtown and High Road,0.17,3,170,"7,707",0.02205787,9421,3364,40,1388,4447,28,154,52.8,35.71,0.42,14.73,47.2,0.3,1.63
35055952100,Taos,Northwest,0.12,3,59,"6,350",0.00929134,4816,2137,0,33,2637,0,9,45.25,44.37,0,0.69,54.75,0,0.19
35055952300,Taos,Northwest,0.38,5,7,"2,922",0.00239562,2521,1290,0,3,1228,0,0,51.29,51.17,0,0.12,48.71,0,0
35055952600,Taos,Downtown and High Road,0.17,3,48,"7,871",0.00609834,8009,2572,1,385,4941,22,88,38.31,32.11,0.01,4.81,61.69,0.27,1.1
35055952700,Taos,Downtown and High Road,0.22,4,144,"6,144",0.0234375,5905,2082,30,58,3735,0,0,36.75,35.26,0.51,0.98,63.25,0,0
35057963201,Torrance,,0.23,4,41,"3,970",0.01032746,3630,2023,146,0,1355,0,106,62.67,55.73,4.02,0,37.33,0,2.92
35057963202,Torrance,,0.23,4,53,"3,047",0.01739416,3609,1425,82,110,1842,31,119,48.96,39.48,2.27,3.05,51.04,0.86,3.3
35057963600,Torrance,,0.29,4,122,"6,587",0.01852133,6474,3587,39,42,2631,0,175,59.36,55.41,0.6,0.65,40.64,0,2.71
35057963700,Torrance,,0.27,4,14,"2,207",0.00634345,1882,981,6,11,851,26,7,54.78,52.13,0.32,0.58,45.22,1.38,0.37
35059950200,Colfax/Union,,0.14,3,67,"4,163",0.01609416,4175,2143,82,72,1746,2,130,58.18,51.33,1.96,1.72,41.82,0.05,3.11
35061940300,Valencia,NE,0.26,4,26,834,0.03117506,1058,29,0,927,97,0,5,90.83,2.74,0,87.62,9.17,0,0.47
35061970101,Valencia,NE,0.38,5,130,"4,755",0.02733964,4253,946,0,17,3175,0,115,25.35,22.24,0,0.4,74.65,0,2.7
35061970102,Valencia,NE,0.17,3,91,"6,537",0.01392076,6500,2604,0,0,3701,131,64,43.06,40.06,0,0,56.94,2.02,0.98
35061970200,Valencia,NE,0.1,3,52,"3,789",0.01372394,3827,1960,11,142,1614,50,50,57.83,51.22,0.29,3.71,42.17,1.31,1.31
35061970301,Valencia,SE,0.36,5,265,"7,474",0.03545625,7072,1198,0,173,5636,0,65,20.31,16.94,0,2.45,79.69,0,0.92
35061970302,Valencia,SE,0.17,3,56,"2,787",0.02009329,2778,933,63,7,1698,20,57,38.88,33.59,2.27,0.25,61.12,0.72,2.05
35061970303,Valencia,SE,0.13,3,108,"6,452",0.016739,6486,2287,0,53,4098,0,48,36.82,35.26,0,0.82,63.18,0,0.74
35061970401,Valencia,Los Lunas,0.1,2,99,"5,088",0.01945755,5044,1342,150,146,3249,8,149,35.59,26.61,2.97,2.89,64.41,0.16,2.95
35061970404,Valencia,Los Lunas,0.17,3,101,"4,842",0.02085915,4654,1661,51,40,2804,5,93,39.75,35.69,1.1,0.86,60.25,0.11,2
35061970405,Valencia,Los Lunas,0.11,3,88,"3,030",0.0290429,3819,1727,211,0,1719,40,122,54.99,45.22,5.53,0,45.01,1.05,3.19
35061970700,Valencia,West and Belen,0.15,3,279,"6,768",0.0412234,7136,2569,60,331,3975,0,201,44.3,36,0.84,4.64,55.7,0,2.81
35061970800,Valencia,West and Belen,0.23,4,83,"4,991",0.01662993,5760,1343,18,489,3856,54,0,33.06,23.32,0.31,8.49,66.94,0.94,0
35061970901,Valencia,West and Belen,0.2,4,110,"4,602",0.02390265,4962,1240,0,225,3398,7,92,31.52,24.99,0,4.53,68.48,0.14,1.85
35061970902,Valencia,West and Belen,0.17,3,29,"2,633",0.01101405,1856,636,37,0,1183,0,0,36.26,34.27,1.99,0,63.74,0,0
35061971000,Valencia,SE,0.19,3,82,"4,597",0.01783772,4587,2044,32,149,2362,0,0,48.51,44.56,0.7,3.25,51.49,0,0
35061971100,Valencia,SE,0.3,4,28,"1,575",0.01777778,1328,544,0,0,784,0,0,40.96,40.96,0,0,59.04,0,0
35061971300,Valencia,West and Belen,0.23,4,46,"2,026",0.02270484,1712,837,25,41,775,0,34,54.73,48.89,1.46,2.39,45.27,0,1.99
35061971400,Valencia,Los Lunas,0.12,3,55,"3,286",0.01673768,3124,1166,46,93,1719,57,43,44.97,37.32,1.47,2.98,55.03,1.82,1.38
